question,answer
who needs life insurance coverage?,"that is a great question ! there are some people that do n't need life insurance , and it is quicker to list them than it is to list everybody else . you do not need life insurance if you can provide for your funeral expenses -lrb- or are n't going to have any -rrb- , leave no debts , and support your surviving family andor business with money and estate planning that you 've already provided . if that is you , and you have a large cash balance set aside for your passing , then you do not need life insurance . if you are like the rest of us , and have a desire to provide for those we leave behind , or may have difficulty leaving a legacy , paying off our debts , or paying for our funeral expenses , then life insurance is a blessing . thank you for asking !"
what is group health insurance?,"group health insurance is health insurance policies businesses own and offer coverage under the plan to its employees . the business generally pays for a percentage of the premiums with the employees paying the rest . it 's often offered as a means of attracting people to come work from them . group health insurance quotes are based on the size of your business , the industrys sic code , age of employees , and average employee health -lrb- except in maryland , which requires no medical underwriting -rrb- . there are no instant online quotes for group health insurance for these reasons . to get a quote for group coverage , you 'll want to contact an experienced health insurance broker because there are a large number of moving parts and details in group plans . working with an independent broker will allow you to shop for quotes from multiple companies in one place and they can help you review and compare plans to determine which option will be most suitable for your business and its employees . i hope the information is helpful - please feel free to contact me for help and if you have any other questions . thanks very much ."
what is the face value of a term life insurance policy?,the face value of a term life insurance policy is referring to the death benefit . it is the amount of money that the beneficiary will receive at the time of death claim of the insured on the term life insurance policy . usually these face amounts are set at a guaranteed amount for the entire term of the policy .
what is the face value of a term life insurance policy?,the face value is the obligation of the insurance company should the insured die during the term of the policy . it is stated on the declarations of the policy . regardless of the time the policy has been in force or the sum of the premiums paid the company is obligated to pay that amount to the beneficiaries that the insured selected .
can i have two annuities?,"that is a great question ! yes , you can have more than one annuity . with insurance , you can be limited in the amount of insurance coverage that you want , based upon your income . with annuities , you can have as many as you wish , as long as it is suitable '' for you tocontinue purchasingthem . the suitability is based upon your cash flow , asset liquidity , and your age , among other things . in most cases , your money will be tied up for quite a while , and as long as that 's not an issue for you , you can continue buying them . i hope that helps , thanks for asking !"
can i terminate my health insurance at any time?,"yes you can . the question is , do you know what 's going to happen tomorrow?that is what insurance is for , to protect you and your family 's tomorrow . if you break an arm or leg and go to the emergency room , without insurance how would you pay the bill ? just makes sense to have coverage ."
can annuities be paid monthly?,"some annuities can be paid on a monthly basis . the premiums accumulate and draw interest until the annuitization phase , when you begin drawing out the money as income . single premium immediate annuities can not be paid monthly . but there are several types that can be paid monthly . a good agent can help match you with the right annuity for your situation ."
does health insurance cover mole removal?,"if the mole is non-cancerous , most health insurance policies will not cover removal . health insurance plans cover most medically necessary '' conditions and some cosmetic procedures . removal of a mole strictly for cosmetic reasons will most likely result in a claim that is denied . examples of cosmetic procedures that may be covered include reconstructive surgery to repair damage caused by injury . breast reconstructive surgery following removal of a cancerous growth is another example ."
when can i get health insurance?,"you can get coverage during the open enrollment period , after that you must have a what 's called an sep. . a life event for the special enrollment period which is now until the open enrollment period begins in november . if you do not qualify to enroll in a plan during sep you may opt for a short term plan to bridge the gap to the open enrollment period ."
when can i get health insurance?,you can generally get health insurance coverage during the open enrollment period . you may however still get health insurance outside the open enrollment period if you have a qualifying event . a qualifying event are unforeseen events that prevented you from getting health coverage during the open enrollment period . things like loosing your employer health coverage will be a qualifying event .
how to take advantage of health insurance?,"that is a great question ! the best way to take advantage of your health insurance is to use it . find out what free preventative services are covered by your plan , and take advantage of them . get those things checked that bother you , but you never feel like going to have looked at . you are going to pay for it anyway , get as much out of it as you can ! thanks for asking !"
when does life insurance not pay?,"assuming youre addressing death benefit proceeds , there are scenarios where a life insurance claim may be denied . the issue date of the policy starts the clock on the two year contestability clause is a period where the life insurance company can investigate misstatements , misrepresentations , omitted material fact or outright fraud ."
what kinds of refund options are there for annuities?,"generally an annuity that generates fixed monthly payments while the policy annuitant is living with guarantees of the repayment of the amount deposited . if the policy annuitant dies before receiving the amount deposited , the unpaid difference is paid to the policy beneficiary . this is an attractive provision for an annuity holder during distributions ."
what does cash value mean in regards to life insurance?,"a permanent life insurance policy has two elements , the cost of insurance in a given year , and an accumulation fund to reduce the impact of increased premiums for insurance as you get older . the company will give you the accumulated amount as cash value anytime you are willing to stop holding them to their promise to pay the death benefit ."
can term life insurance be extended?,can term life insurance be extended ? it depends on what you mean by extended ? many level term policies do not end after the level period ends . these policies can be extended on as annual increasing premium term policies . this extension will cost much more than the original policy cost as rates are based on current age . a term policy can not be extended past it 's contracted enddate as that would violate insurance laws about policies .
how to buy disability insurance?,"to buy disability insurance , start by going to a reputable agent who can guide you through the process . you can save a lot of money , and get the features that will most benefit you , by having an experienced guide to lead your through the disability insurance maze . you can find agents online by using search engines , or in the yellow pages . if you also want life or health insurance , you can find often disability insurance in the same place . the process entails filling out an application , taking a free life insurance exam in your home , and then you usually just sit back and wait to be approved ."
what is a nonforfeiture option in life insurance?,"a nonforfeiture option basically states that if you stop paying your premium beyond the grace period , you will not lose any equity you might have in the policy . in the old days , before nonforfeiture options , if you stopped paying your premiums , you would lose everything , including your own equity . fortunately , nonforfeiture options were developed for this reason ."
what is a nonforfeiture option in life insurance?,"a nonforfeiture clause in life insurance will make allowances if the policy lapses or is terminated . these include the option for some or all of the premiums to be returned , the policy to be changed to a paid up policy , or the cash value to be paid to the policy owner ."
who has the best health insurance in nevada?,if you are looking to compare health insurance plans you can use this site and they give you quotes from all major health insurance companies in nevada websitelink . there are many different options when choosing your health insurance so you can pick the options that fit your needs and get quotes from each company for that same coverage .
how to switch life insurance?,"the owner of a life insurance policy can surrender it at any time . if the policy has cash value , there are optional ways to receive the cash value . if it is a term policy , the coverage will cease and you will no longer pay premiums . if you still want coverage it is never advisable to surrender a life insurance policy until another policy is in force ."
can i get life insurance if i am unemployed?,"can you get life insurance if unemployed ? yes , you can purchase life insurance while unemployed . depending on the face amount requested however , you may have have to show the ability to pay for and the necessity for a higher level of coverage . the lower face amounts would not require as much review ."
can i get life insurance if i am unemployed?,"if you are unemployed you should still be eligible for a small policy , and if you have many assets you could even get a large policy . a stay at home spouse can usually get up to the amount of coverage that hisher spouse has on them . students who are graduating soon can often get coverage based on their anticipated income ."
how to calculate group term life insurance?,calculating group term life insurance is best done using the illustration systems which your agentbroker has access to or call the insurance company themselves . the upside to group life insurance is the free '' coverage or the additional coverage you get for pennies on the dollar . the downside is that usually they do not follow you when you leave your employment . there are some exceptions so i recommend you talk to your hr rep.
what is a life insurance premium?,"a life insurance premium is the cost of the policy you are purchasing . the premium '' is typically billed monthly or annually although semi-annual and quarterly are sometimes available . if it is a permanent policy , at some point , you may have cash value that accumulates that will give you some limited flexibility in paying the premium ."
can life insurance look at medical records?,"yes , when you fill out a life insurance application you give consent via a hippa form for the company to obtain any medical information necessary to underwrite your policy . companies will usually just do a check through the medical information bureau database . if everything matches up they will go no further . if there is something they need to check further , they may request medical records from your doctor ."
how much is health and disability insurance?,"the answer to this question will be different for everyone . health and disability insurance costs are dependent on your age , health history , and for disability insurance , your occupation . the best thing for you to do is to find an agent in your area who can explain the different types of coverage and provide you with multiple options for each type of coverage . you could also email a top contributor of insurancelibrary.com directly -lrb- their websites are in their profiles -rrb- and ask them to help you get coverage . if they are n't licensed in your area , they can probably recommend someone who is able to assist you ."
does life insurance premium include gst?,"life insurance is exempt from gst -lrb- goods and services tax -rrb- in australia because it is classified as a financial supply there , and australia exempts financial supplies from gst . likewise , there is no gst related effect when payment of claims are made by the life insurance policy . gst is also not included in life insurance premiums in new zealand as life insurance is also exempt from gst in new zealand ."
what is an economatic life insurance policy?,"the life insurance industry lacks severe uniformity in its semantics , so that being said im addressing the question within the realm of a few possibilities . economatic life insurance is sometimes defined as a participating whole life policy with a term rider to decrease the premium cost to the policy payer . in days gone by it was the method of monthly premium via a bank draft ."
how does voluntary life insurance work?,"voluntary life insurance is coverage that you purchase at work , and pay for using a payroll deduction . you can only make post tax deductions for these programs . it is different than group coverage that is paid by your employer , and individual policies you might buy directly from an agent . the primary advantage is access . the underwriting criteria may be more lenient , and you may have access to a licensed agent at work to help you choose the right options ."
how long does it take to get a life insurance claim check?,"getting a life insurance claim check usually just takes a week or two after the life insurance company receives what they need to process the claim . this usually requires that you fill out a death claim form , plus send a certified death certificate . either you or the funeral home can order the death certificate , and it often takes a few weeks to arrive ."
when is private health insurance worth it?,"private health insurance is not an investment so its ' difficult to say when it is worth '' it . however , there will be many times when a consumer receives a substantially higher amount of benefits compared to the premiums they pay . i suppose it is worth it '' at that time . however , the alternative means you have no health problems . that 's really a bargain !"
what is a fully paid-up life insurance policy?,"a fully paid up life insurance policy is one in which the premiums are paid up , or paid in full . at that point , the insurance company is liable for paying the death benefit , and you do not need to pay any more premiums to keep the policy in effect ."
why would my health insurance send me a check?,"a health insurance company would send you a check for a number of reasons . it could be a refund of an over-payment you made . it could also be because of an error made by the insurer and they are correcting it . it could also be the result of favorable claim results where -lrb- by law -rrb- , they may have to return some premium . or , they just like you ! probably not that reason ."
how much disability insurance you need?,"if you have already taken out the max coverage with a private disability insurance , look into other forms of coverage that will give you even more protection . critical illness insurance would offer a lump sum payout that could help get your through the elimination period of your di policy . also , if you 're a business owner , you can get additional coverage to help keep your business running ."
how much is a life insurance policy worth?,"that is a great question ! i am going to assume that your question is a straight up value question , and not the metaphysical emotional value one . the face value , or death benefit is the amount that the policy will pay to the beneficiary when the insured passes away . that benefit is payable when the insured passes on a whole life policy , and only if the insured passes during the specified term on a term life policy . i hope that was what you were looking for , thanks for asking !"
does life insurance cover accidental death?,"unless otherwise stated an in force life insurance policy has on all death claims events regardless of the cause of death with the exception of suicide in the contestability period and outright fraud or material omission . some life insurance policies have an accidental death benefit or double indemnity , which could be a consideration ."
does life insurance cover accidental death?,"life insurance may cover accidental death in one of two ways the insurance policy may have built-in coverage for accidental death at no extra charge to you the insurance policy may have a rider '' attached that provides accidental death coverage of the amount you choose for an extra premium . either way , the answer is yes ."
what are financial annuities?,"there are several types of annuities , and all have a financial purpose . these types are based on different criteria . time of payout immediate or deferred payment type single premium or flexible premium investment type fixed , indexed or variable liquidity options withdrawal penalties or no withdrawal penalties financial annuities is a term that would most likely encompass all of these ."
how to surrender sbi life insurance policy?,"i am not familiar with sbi life insurance however surrendering policies are generally the same with every company . the fastest way is to write a letter to the company , perhaps filling out a company specific form requesting to surrender the policy . a common way is also to just stop paying the premiums . i would only recommend this on a term policy where there is no cash value in the policy otherwise the policy may not be surrendered until the cash value is exhausted ."
should i enroll in long term disability insurance?,"that is a difficult question to answer without more details . i can say a tentative yes , long term disability , in a group setting usually does not provide as broad as coverage as individual plan . that is offset but the fact that group long term disability is often less expensive . am independent life insurance broker , representing several companies , can help you integrate an individual plan with a group ltd plan . if you have further questions , or feel that i could be of assistance , please do not hesitate to contact me ."
will my health insurance cover a breast pump?,"check with your company but i would say no in most cases . breast pumps are not a medically necessary item , they are more of a convenience and really not that expensive anyway . if there is a medical necessity then it is possible your company would approve the breast pump ."
why should i buy insurance from an agent rather than directly from the insurance company?,it is my opinion that the agent plays a more important role than the company . the agent is the one who will advise you on setting limits . when you have a claim those limits will determine how much of the claim will be paid by the insurance company . the advice of an agent is very important .
does long term disability cover health insurance?,"long term disability insurance and health insurance are completely separate . long term disability insurance will pay you cash in the event that you are unable to work for an extended period of time due to illness or injury . if you wish to pay for your health insurance premiums with that cash , you may do so ."
why are so many people without disability insurance?,"why are so many people without disability insurance ? there are multiple reasons that people do n't have disability coverage . it could be they do n't see the value in owning a policy . it could be that their occupation does n't have a disability plan offered by a insurance company . it could be they ca n't get through the very hard underwriting that comes with disability insurance . there are multiple reasons people do n't have this coverage , too many to actually list here ."
how to reinstate a lapsed life insurance policy?,if a policy lapses you must fill out an application for reinstatement and pay all back premiums . as long as your health has n't changed there should be no problem . if the policy is less than a year old you can reinstate by redating with some companies . you have the policy reissued with a new issue date . this way you do not have to pay the back premiums .
can disability insurance be a business expense?,"disability insurance will qualify for a business expense if the business pays for the policy and does not receive any of the benefit received . however the employee of the business will need to report any disability income benefits received as taxable income . the same holds true if a professional such as a physician or dentist is incorporated and has a salary or wage continuation plan in the corporate minutes . the corporation may pay for the policy but any benefits received are taxable as income . how premiums for coverage can be changed from year to year . for individual disability policies , in the event of a claim , whether benefits are taxed or not depends on how the premiums were paid during the year of claim . for group disability polices there is a three year look back for premiums . overheadpractice expense disability policies are always tax deductible and benefits received by the businesspractice are not taxable ."
can disability insurance be a business expense?,"for a business owner it is possible to have the premium become a business expense . however the benefit then becomes taxable should you have to use it . a better way to structure the payment is to use an executive bonus strategy . please speak with your accountant on how to set that up . basically you are increasing your salary to cover the premium payment , you then add to your withholding to cover the additional taxes . this way the individual is paying the premium so the benefit will be tax free and the business receives the payroll deductions . for your employees , you can provide long term disability or short term disability as an employee benefit . the same rules apply however , taxes will be paid at some point , either on the premium or on the benefit ."
what is the tax rate on life insurance payouts?,what is the tax rate on life insurance payouts ? in most all cases the life insurance payout tax is zero . usually there is no tax consequence on life insurance proceeds presented upon death . the time that the benefit would have tax ramifications would be when the life insurance premium was taken on a pre tax basis . this would make the death benefit taxable income .
why buy whole life insurance for a child?,"this was once an extremely popular idea . a child can almost always qualify for life insurance , something that might not be true by occupation , avocation or health in the future . the premium will never be lower . it becomes a gift that a parent can pass to the child later in life that is often worth more than the premiums paid . it provides a death benefit in the event of premature death . many parents prefer a limited payment whole life policy so that all the premiums are paid prior to gifting the policy to the young adult ."
what happens when term life insurance ends?,"when term life insurance ends , the premium rises drastically or the policy simply ends . when the premium rises at the end of the term , it is no longer locked in and can raise annually . rather than wait for the term to end and the premium to jump up , you might want to look into converting your policy to permanent life insurance . whether you convert your policy to permanent before the term ends , or pay the new annually renewable premium at the end of the term , your premium will be substantially higher . but by converting you can lock in your premium for a longer period of time ."
what happens when term life insurance ends?,"depends on the company , but either way , not good . either they end the policy and you are left with no coverage , or they continue it , but at a grossly higher premium . best idea is to get permanent life insurance . that way continue to pay a fixed premium and you continue to be covered , never losing your money as you would if you ended term life . see your experienced agent . gary lane . thank you ."
can i borrow on my life insurance?,"this is a major reason people choose whole life over term . you can not borrow against term life insurance . it builds no cash value and ends at the end of the stated term . with whole life , you build cash value , which accumulates over time and never changes its premium . if you need the cash , for any reason , you can borrow against it , with a small interest charge , and , if you choose , never pay it back . the amount then is taken from the death benefit . there is no income tax payable for the money you take out of your policy for this loan . thank you . gary lane ."
how do i cancel my whole life insurance?,"it would be a good idea to talk to the agent who sold you your whole life insurance policy , if heshe is still around , before making the decision to cancel your policy . if together you can not find a way to make it an affordable asset for you to keep , your agent can assist you in cancelling it and possibly finding you alternative coverage that better fits your situation ."
how does life insurance make profit?,"that is a great question ! insurance companies make profits much like banks do . they make money off of the products that they sell - all of the policies or annuities will have fees attached to them , that they can profit from . they also make money off the investments that they make while holding your money . they invest in things , just like we do . they can also make money by selling off or buying corporate assets , or divisions , much like corporations do . i hope that helps , thanks for asking !"
does health insurance cover root canal?,"a root canal is not covered under your health insurance plan . however , a dental insurance plan may offer some coverage , depending on the benefits you have . although coverage on private plans may be somewhat limited for a root canal , grouppoliciesmay provide broader options . good luck because getting a root canal is about as much fun as having ... well , youknow ... a root canal !"
what is face value of life insurance?,"the face value of life insurance is the original amount of coverage purchased . in term insurance , this is usually the same as what is paid out at death of the insured . in permanent insurance , the death benefit may be higher or lower than the original face value , due to loans taken from the policy , or due to earnings within the policy that caused the death benefit to grow ."
what is face value of life insurance?,"the face value of life insurance is the original amount of coverage purchased , minus any loans , or adding cash value that accumulates beyond the original face amount . in term insurance , the face value is usually the same as what is paid out at death of the insured , or the death benefit '' . in permanent insurance , the face value may be higher or lower than the original face value ."
what is face value of life insurance?,the face value of a life insurance policy is the amount of money paid to the designated beneficiary after proving the death occurred with a valid death certificate . in most cases these proceeds paid to your beneficiary are tax free . the face amount is paid only if premiums are current and no exclusions apply at time of death .
when to stop paying for term life insurance?,"when do you stop paying for term insurance ? when you decide that you no longer need the coverage and wish to discontinue it . while it is nice to provide written notice of cancelation to the company , mainly in the case of getting unused premium refunded , it is not necessary . you can just let a policy lapse if you desire ."
what is non-participating whole life insurance?,"non-parcipitating whole life insurance is insurance under which the insured is not entitled to share in the divisible surplus of the company . everything is set when a non-participating policy is taken out and nothing can be changed death benefits , premiums and cash surrender values are all determined when the policy is purchased ."
what is a disability insurance plan?,"a disability insurance plan is a contract wherein the insurance company agrees to pay you a set sum of cash during the time you are disabled '' . you pay a monthly premium to get this protection . depending on the wording of your policies and the features you choose , the policy could pay a large of what your paycheck might have been simply because , e.g. , you are unable to concentrate on your work due to symptoms of ms or side effects of being on pain medication . the other extreme is that your policy would not pay unless you can not perform any job , even if you were a scientist but still able to work at a fast food restaurant . as david said , the definition of disabled '' is important . use a knowledgeable agent to be sure you get a disability insurance plan that provides the level of protection you 'd like at the lowest possible price ."
can i keep my ex husband on my health insurance?,"typically , you can not keep an ex-spouse on a health insurance policy . and why would you want to . if you divorced him , i would assume you would like to cut all financial ties . regardless , he can purchase a private health insurance plan and get his own coverage . an experienced broker can help him find the best options ."
who qualifies for life insurance?,"because life insurance is all about statistics companies can provide life insurance for individuals in a wide range of health . there are some who can not obtain coverage because their longevity is in immediate risk , however , many who consider themselves uninsurable actually can obtain coverage . when life expectancy is not very long , the premium for the coverage is going to be quite high ."
why does my health insurance go up?,"ever year , rates increase due to mortatlity tables . simply put , we get older each year . as we age , our health deteriorates . we see more medical issues as we age . thats one of the reasons premiums increase . its best to shop around prior to your renewal date to get the best option for you ."
can i cancel my employer health insurance?,"in most cases there are two times when you can cancel your employer health insurance during your employer 's open enrollment , and in the event of a qualifying life event . your employer has an open enrollment once per plan year . you can make changes to your elections during this time . changes become effective in the new plan year . you can make changes outside the open enrollment if you have a qualifying life event . the changes must be consistent with the life event . life events that may allow you to cancel coverage are a change in residence , change in martial status -lrb- divorce -rrb- , death of spouse or child , a change employment for a dependent that gains coverage ."
can i buy critical illness insurance for my spouse?,"you can , as long as your spouse is healthy enough to qualify for a critical illness plan . medical underwriting , while not as strict as is required for individual major medical insurance , looks at your medical history and in some cases , also your family history . in most cases if you have had one of the covered conditions such as stroke , heart attack or cancer your application for critical illness coverage will be denied ."
is life insurance an indemnity policy?,"no , life insurance is not an indemnity policy . the concept of indemnity insurance does n't apply to life insurance . indemnity policies pay for actual economic loss up to a stated maximum in the policy . the claim needs to be proven by the policy owner . in life insurance , the amount of the actual economic loss is not relevant . when the life insured dies , the insurer is required to pay the total death benefit amount specified in the policy ."
does term life insurance have a cash surrender value?,"no , term life insurance does not have a cash surrender value , in most cases . term insurance has a low cost up front because it does not have a cash value accumulation . rop -lrb- return of premium -rrb- term costs more than regular term life insurance , but does return the premiums paid in at the end of the term if the insured is still alive ."
does term life insurance have a cash surrender value?,"term life insurance is not designed to have a cash surrender value , however you may find a cash surrender value quoted on some term life insurance policies . this cash value is generally a return of unearned premium . premiums on a life insurance contract can only be booked as as earned by the insurance company on a monthly basis , so if you pay your premiums for a period less frequently than this -lrb- e.g. annually -rrb- the insurer will refund the unearned premium if you surrender the policy . outside of this , no term life insurance will not have a cash surrender value ."
can you get life insurance after breast cancer?,"breast cancer has four stages. depending on the stage, surgery performed and recovery management, i.e. regular checkups, etc. life insurance may be possible to obtain. depending upon the history and current medical condition there are three possible avenues to explore based on what stage the cancer is in fully underwritten, simplified issue or guaranteed issue."
what is a fully paid-up life insurance policy?,"a fully paid up life insurance policy is one in which the premiums are paid up, or paid in full. at that point, the insurance company is liable for paying the death benefit, and you do not need to pay any more premiums to keep the policy in effect."
can i get life insurance with hypertension?,"yes, you can get life insurance with hypertension. if your life insurance is well controlled with one medication, you can be rated as good as preferred or even the class higher than that, if your other health details and build fit that. if you are on more than two medications, if your hypertension has been uncontrolled recently, andor if you have some other health conditions connected to your hypertension, you may be rated up or need to take a simplified issue policy. a good impaired risk life insurance agent can shop the best companies for your hypertension details, because different company rates differently."
what does health insurance rated mean?,"a rated health insurance plan is one that includes a premium surcharge or load. the standard or preferred rate is insufficient to support the risk presented by the individual applying for health insurance. in some cases the surcharge is temporary while some conditions may result in a permanent load. examples of a temporary load include tobacco use or excessive weight. once the individual has stopped using tobacco products for a designated time period, or weight loss has been achieved and maintained, the premium loads may be removed."
how do you determine cash value of term life insurance policy?,"the only type of term insurance that has a cash value is rop term. this stands for return of premium term. about halfway through the term, it will pay back some cash if you surrender the policy. at the end of the term, it will pay back all the premiums you paid in. keep in mind that the cash value of rop term is not able to accessed unless you surrender the policy."
how often do you pay health insurance?,"that is a great question! as a rule, most insurance premiumpayments are paid on a monthly basis. some, like your auto or life insurance policies, can also be paid on a quarterly, semi-annual every six months or annually. health insurance though, as a rule is typically a monthly payment, though your provider may also allow for other payment schedules. thanks for asking!"
is life insurance cheaper to buy when you are younger?,"yes, life insurance premiums are a lot lower at younger ages when the risk of death is lower. the longer one waits to buy life insurance, the more the premium will be. in a level premium, permanent policy, you are locking in a lower rates for life by buying early."
what is the face value of a term life insurance policy?,the face value of a term life insurance policy is referring to the death benefit. it is the amount of money that the beneficiary will receive at the time of death claim of the insured on the term life insurance policy. usually these face amounts are set at a guaranteed amount for the entire term of the policy.
when does life insurance kick in?,"this is a good question. do you mean when the benefits are paid out? for whole life, they build cash value over time that you can borrow against while you are living. traditional term pays out after death, however there are term policies that pay you back all the premiums after the term is up."
does short term disability insurance cover maternity?,"in order for a disability insurance policy to pay for time off from work due to maternity or childbirth, it must be a short term disability policy. the terms of the policy will depend on which short term disability policy you choose. keep in mind that you can only purchase this type of coverage before becoming pregnant."
can life insurance companies access medical records?,"yes, life insurance companies access medical records with your permission. depending on the size of the policy and company requirements, medical records may or may not be required for your policy. when you apply for life insurance, there is a hipaa health insurance portability and accountability act, which provides permission for the insurance company to obtain and view your medical records. the medical records, along with a prescription check, mvr records, and exam are used to determine your eligibility for life insurance."
is it ok to cancel life insurance?,"that is truly up to the policy owner. if you are purchasing a new policy that is providing for your coverage needs better than the current policy then it may. in most cases though depending on the amount of time that the life insurance policy has been in effect, it is not recommended to cancel a life insurance policy unless it is absolutely necessary. all licensed agent are ethically obligated to provide information that helps the proposed client make a decision that is in their best interest not that of the agent."
what is covered by long term disability insurance?,"the short answer to what is covered by long term disability insurance is a percentage of your income. this benefit money can be used for anything you choose. typically it is used to cover your daily living expenses while out of work, but can be used for items not covered by your health insurance such as a wheel chair ramp."
is accidental life insurance worth it?,"accidental death and dismemberment add and accidental death benefit adb, either as a stand alone policy or as a rider on a life insurance policy, is inexpensive but i question its value. in some instances, it may make sense to the buyer. i don't follow industry sales data at this granular a level but i can safely say that it is neither offered nor sold as much as it was in the past when our economy was more industrial and agrarian than service oriented the way it is today."
does great clips offer health insurance?,"since most of their locations are franchised, it would depend on the franchise owner. typically, if coverage is offered, it may not be paid in full by the owner. but most importantly, can you get a good haircut at great clips? it's just my opinion, but my answer would be yes!"
what does a health insurance premium mean?,"this is the term used to describe the monthly obligation you pay to have the policy. think of it in terms of payment. premiums will vary on a policy depending on the type of policy it is, the deductible, the co payment, whether you have dental or vision, etc. most people keep policies longer the more affordable a monthly premium is to their budget."
does health insurance cover glaucoma?,glaucoma is a serious illness that can lead to permanent blindness if not treated. glaucoma is easily treated in most patients and can be controlled with prescription eye drops. in some cases glaucoma cannot be successfully treated with eye drops and surgery is required. either conventional blade surgery or laser surgery may be needed to treat the condition. most major medical health insurance plans will cover glaucoma treatment.
how long does it take to claim a life insurance policy?,"death claims are handled quickly. the company needs a death certificate and in some cases a simple form. when the death is under investigation, or the body has not been recovered, the claim can take a long time. ultimately a court will decide when the insurance company should honor the claim and to whom the proceeds should be paid."
what is group disability insurance?,"group disability insurance is disability insurance coverage offered to a group of employees through their employer or entity for which they work. it is one of the benefits offered to some employees. if the employer pays the disability group insurance premiums for the employee, disability income benefits would be taxable to the employee when used."
does disability insurance have a cash value?,"disability insurance is a morbidity product with no accumulating cash values. the benefits of a disability insurance product are not considered an asset, but an insurance claim. although most disability insurance claims are tax free, businesses that expensed the disability insurance premiums as a tax deduction, receive the benefits taxable as ordinary income."
can i deduct life insurance premiums on schedule c?,"no, unfortunately, you cannot deduct life insurance premiums on schedule c of your income tax return. generally, only c corporations are allowed to deduct life insurance premiums, within certain guidelines. your tax attorney or cpa can provide legal advice to you regarding the deduction of life insurance premiums for businesses."
how long does it take to get a home insurance binder?,"under normal circumstances this takes only a few minutes. that doesnt mean that the entire application is completed but the agent usually as authority to extend coverage until the underwriting is completed. a key to prompt binding of coverage is to have the agency needing the binder communicate directly with the agent. for example, the title company should speak directly to the agent that way the binder will meet the specific needs of the borrower and can be handled promptly."
what auto insurance coverage is right for me?,in order to determine the right coverage to fit your needs you really need to have a sit down with a local agent who can consult with you on the rightcoverage's. without giving us any specifics of what we are trying to protect it is impossible to advise you.
do i need earthquake insurance my home?,"a lot depends on the area you live in. generally, unless you are somewhere like california, earthquake coverage is inexpensive and its not a bad idea to add it if it is not already included. some companies may require it. ohio where i live for example, is not know for it's earthquakes however we have had a few relatively minor ones that has caused damage. unless you are in an area where there is no chance of an earthquake i would recommend it."
who qualifies for life insurance?,"because life insurance is all about statistics companies can provide life insurance for individuals in a wide range of health. there are some who cannot obtain coverage because their longevity is in immediate risk, however, many who consider themselves uninsurable actually can obtain coverage. when life expectancy is not very long, the premium for the coverage is going to be quite high."
can i use my health insurance in another state?,"you can use your health insurance in another state, it just depends on whether it will be considered in or out of network. if it is an emergency, most companies willtreat it as an i network claim. if it is for a random md visit, then it will most likely be treated as out-of-network"
can life insurance go to a trust?,"yes. a trust can be very advantageous depending on the reason for the trust and the type of trust. for example, you can use a funeral trust as a way to pre-fund your funeral and protect your life insurance from spend down. an experienced agent can look at your individual situation and help determine if a trust would benefit you."
who can purchase life insurance?,"anyone who can prove insurable interest between the insured and the beneficiaries as well as justify the amount of coverage may apply for life insurance coverage. the second condition is your health condition. life insurance is a mortality product. your premium will be a function of your health, the healthier the insured, the lower the premium."
